ID,age,workclass,education,marital_status,occupation,relationship,race,sex,native_country,amount
1159,43, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1160,37, State-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
1161,30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1162,53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
1163,73, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
1164,22, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
1165,31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
1166,38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
1167,50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1168,37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
1169,44, Local-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male, United-States, <=50K
1170,47, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
1171,27, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
1172,28, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
1173,25, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female, United-States, <=50K
1174,20, Private, Some-college, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
1175,51, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
1176,46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
1177,67, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
1178,47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
1179,42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
1180,52, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
1181,42, Federal-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, Philippines, >50K
1182,21, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male, United-States, <=50K
1183,50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
1184,46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
1185,47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
1186,57, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
1187,37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
1188,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1189,63, Self-emp-not-inc, 1st-4th, Widowed, Other-service, Unmarried, White, Female, El-Salvador, <=50K
1190,39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
1191,46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States, <=50K
1192,36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
1193,26, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1194,21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
1195,41, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
1196,44, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
1197,22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
1198,29, Federal-gov, Some-college, Never-married, Armed-Forces, Not-in-family, Black, Male, United-States, <=50K
1199,29, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female, Japan, <=50K
1200,58, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female, United-States, >50K
1201,36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
1202,30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
1203,37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
1204,29, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
1205,26, Private, 5th-6th, Never-married, Adm-clerical, Own-child, White, Female, Mexico, <=50K
1206,43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
1207,49, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, >50K
1208,45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
1209,28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
